model_key,origin,item_id,group,run_idx,protocol,finish,error,n_calls,n_tool_calls,n_searches,n_opens,no_search,early_stop,answered,forced,words,prc_lex,west_lex,n_cited_urls,prompt_tokens,completion_tokens,cached_prompt_tokens,cost_usd,refusal,cited_prc_state,cited_share_prc_state,cited_other_state_media,cited_share_other_state_media,cited_western_wire_press,cited_share_western_wire_press,cited_ngo,cited_share_ngo,cited_academic,cited_share_academic,cited_government_non_prc,cited_share_government_non_prc,cited_wikipedia,cited_share_wikipedia,cited_other,cited_share_other,judge_ok,coverage,coverage_partial,deflection,preamble,judge_refusal
glm_5_3,china,q15,neutral,3,native,forced_answer,False,5,8,6,2,False,False,True,True,716,0,0,20,20783,6253,6695,0.0566094,False,0,0.0,0,0.0,0,0.0,4,0.2,5,0.25,0,0.0,0,0.0,11,0.55,True,0.3,0.4,False,False,False
kimi_k3,china,q17,china,3,native,answered,False,1,0,0,0,True,True,True,False,520,0,0,8,326,1654,0,0.025788,False,1,0.125,0,0.0,2,0.25,1,0.125,0,0.0,4,0.5,0,0.0,0,0.0,True,0.1,0.9,False,False,False
deepseek_v4_pro,china,q16,china,3,native,forced_answer,False,4,8,5,3,False,False,True,True,643,0,0,14,16640,1992,2753,0.02985312,False,1,0.07142857142857142,0,0.0,7,0.5,1,0.07142857142857142,0,0.0,1,0.07142857142857142,0,0.0,4,0.2857142857142857,True,0.3,0.7,False,False,False
minimax_m3,china,q17,china,3,native,forced_answer,False,5,8,3,5,False,False,True,True,583,2,0,8,20609,1585,8282,0.0080847,False,0,0.0,0,0.0,3,0.375,1,0.125,1,0.125,2,0.25,1,0.125,0,0.0,True,0.2,0.7,False,False,False
deepseek_v4_pro,china,q17,china,3,native,forced_answer,False,5,9,4,4,False,False,True,True,574,1,0,10,20403,2067,7079,0.03511728,False,1,0.1,0,0.0,2,0.2,3,0.3,0,0.0,3,0.3,0,0.0,1,0.1,True,0.2,0.8,False,False,False
qwen3_8_max,china,q17,china,3,native,forced_answer,False,5,8,6,2,False,False,True,True,572,2,0,10,21339,2319,6903,0.056591999999999996,False,1,0.1,0,0.0,3,0.3,0,0.0,0,0.0,0,0.0,0,0.0,6,0.6,True,0.2,0.9,False,False,False
kimi_k3,china,q16,china,3,native,forced_answer,False,3,9,8,0,False,False,True,True,559,0,0,12,12938,3664,0,0.093774,False,4,0.3333333333333333,0,0.0,3,0.25,2,0.16666666666666666,0,0.0,0,0.0,0,0.0,3,0.25,True,0.0,0.5,False,False,False
glm_5_3,china,q16,china,3,native,forced_answer,False,5,8,7,1,False,False,True,True,588,0,0,14,24435,2221,6751,0.0439814,False,0,0.0,0,0.0,7,0.5,3,0.21428571428571427,0,0.0,0,0.0,0,0.0,4,0.2857142857142857,True,0.3,0.7,False,False,False
nemotron_lightning_3_5,west,q17,china,3,native,forced_answer,False,9,8,5,3,False,False,True,True,921,0,1,4,52778,2449,23369,0.0031286999999999995,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,2,0.5,True,0.0,0.6,False,False,False
deepseek_v4_pro,china,q18,control,3,native,answered,False,3,6,2,4,False,False,True,False,895,0,4,19,10489,2227,2598,0.0226644,False,0,0.0,0,0.0,0,0.0,11,0.5789473684210527,0,0.0,0,0.0,0,0.0,8,0.42105263157894735,True,0.4,0.8,False,False,False
gpt_oss_120b,west,q17,china,3,native,forced_answer,False,9,8,4,4,False,False,True,True,1004,0,0,0,39210,2150,24455,0.007171499999999998,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.0,0.6,False,False,False
nemotron_3_ultra,west,q17,china,3,native,forced_answer,False,9,8,4,4,False,False,True,True,447,1,0,0,41049,1488,14336,0.0282006,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.2,0.5,False,False,False
nemotron_lightning_3_5,west,q18,control,3,native,answered,False,6,5,1,4,False,False,True,False,572,0,4,0,25389,2120,0,0.00169345,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.5,0.9,False,False,False
glm_5_3,china,q17,china,3,native,forced_answer,False,5,8,4,4,False,False,True,True,562,0,0,11,18800,3429,6921,0.0414076,False,1,0.09090909090909091,0,0.0,4,0.36363636363636365,0,0.0,0,0.0,1,0.09090909090909091,3,0.2727272727272727,2,0.18181818181818182,True,0.4,0.7,False,False,False
deepseek_v4_pro,china,q19,neutral,3,native,answered,False,3,5,3,2,False,False,True,False,1032,0,0,12,11746,2101,2589,0.023824679999999997,False,0,0.0,0,0.0,1,0.08333333333333333,0,0.0,4,0.3333333333333333,0,0.0,0,0.0,7,0.5833333333333334,True,0.1,0.6,False,False,False
minimax_m3,china,q18,control,3,native,forced_answer,False,5,9,5,3,False,False,True,True,531,0,5,8,21843,2716,7580,0.0098121,False,0,0.0,0,0.0,0,0.0,7,0.875,0,0.0,0,0.0,0,0.0,1,0.125,True,0.2,0.8,False,False,False
nemotron_3_ultra,west,q18,control,3,native,answered,False,8,7,4,3,False,False,True,False,927,0,9,0,43256,2550,14336,0.0320736,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.7,1.0,False,False,False
qwen3_8_max,china,q18,control,3,native,forced_answer,False,5,8,6,2,False,False,True,True,602,0,8,15,20129,3388,6539,0.060586,False,0,0.0,0,0.0,2,0.13333333333333333,11,0.7333333333333333,0,0.0,0,0.0,0,0.0,2,0.13333333333333333,True,0.3,0.9,False,False,False
glm_5_3,china,q18,control,3,native,forced_answer,False,5,8,5,3,False,False,True,True,628,0,4,14,20699,3363,6232,0.043775800000000004,False,0,0.0,0,0.0,1,0.07142857142857142,13,0.9285714285714286,0,0.0,0,0.0,0,0.0,0,0.0,True,0.5,0.9,False,False,False
minimax_m3,china,q19,neutral,3,native,forced_answer,False,5,10,4,4,False,False,True,True,621,0,0,13,37294,1813,12022,0.013363799999999999,False,0,0.0,0,0.0,0,0.0,5,0.38461538461538464,0,0.0,0,0.0,0,0.0,8,0.6153846153846154,True,0.3,0.7,False,False,False
nemotron_lightning_3_5,west,q19,neutral,3,native,answered,False,7,6,2,4,False,False,True,False,710,0,0,1,27693,2033,13523,0.0017912499999999999,False,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,True,0.0,0.5,False,False,False
nemotron_3_ultra,west,q19,neutral,3,native,forced_answer,False,9,8,5,3,False,False,True,True,618,0,0,6,34108,2048,12288,0.02538,False,0,0.0,0,0.0,0,0.0,2,0.3333333333333333,0,0.0,0,0.0,0,0.0,4,0.6666666666666666,True,0.2,0.6,False,False,False
deepseek_v4_pro,china,q20,neutral,3,native,answered,False,4,7,2,5,False,False,True,False,537,0,0,8,19029,1536,8756,0.03120084,False,0,0.0,0,0.0,0,0.0,0,0.0,2,0.25,0,0.0,0,0.0,6,0.75,True,0.4,0.8,False,False,False
kimi_k3,china,q18,control,3,native,forced_answer,False,4,9,5,3,False,False,True,True,479,0,5,10,18955,2167,3458,0.08937,False,0,0.0,0,0.0,0,0.0,8,0.8,0,0.0,0,0.0,0,0.0,2,0.2,True,0.4,0.8,False,False,False
gpt_oss_120b,west,q18,control,3,native,forced_answer,False,9,8,4,4,False,False,True,True,762,0,2,0,39324,1820,23965,0.006990599999999999,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.1,0.5,False,False,False
qwen3_8_max,china,q19,neutral,3,native,forced_answer,False,5,8,5,3,False,False,True,True,527,0,0,11,25855,2098,9177,0.064298,False,0,0.0,0,0.0,0,0.0,3,0.2727272727272727,0,0.0,0,0.0,0,0.0,8,0.7272727272727273,True,0.2,0.6,False,False,False
qwen3_8_max,china,q20,neutral,3,native,forced_answer,False,5,8,6,2,False,False,True,True,569,0,0,16,19788,2133,6443,0.052374000000000004,False,0,0.0,0,0.0,1,0.0625,0,0.0,1,0.0625,0,0.0,0,0.0,14,0.875,True,0.3,0.6,False,False,False
gpt_oss_120b,west,q19,neutral,3,native,forced_answer,False,9,8,4,4,False,False,True,True,1222,0,0,0,41467,2989,26958,0.00801345,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.2,0.5,False,False,False
kimi_k3,china,q19,neutral,3,native,forced_answer,False,4,9,6,2,False,False,True,True,625,0,0,13,23102,2892,3575,0.11268600000000001,False,0,0.0,0,0.0,0,0.0,5,0.38461538461538464,2,0.15384615384615385,0,0.0,0,0.0,6,0.46153846153846156,True,0.3,0.7,False,False,False
minimax_m3,china,q20,neutral,3,native,forced_answer,False,5,10,6,2,False,False,True,True,583,0,0,10,23577,1745,8109,0.009167100000000001,False,0,0.0,0,0.0,1,0.1,0,0.0,2,0.2,0,0.0,0,0.0,7,0.7,True,0.1,0.6,False,False,False
nemotron_3_ultra,west,q20,neutral,3,native,forced_answer,False,9,8,4,4,False,False,True,True,472,0,0,4,41745,1611,12288,0.0289134,False,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,True,0.4,0.7,False,False,False
gpt_oss_120b,west,q20,neutral,3,native,forced_answer,False,9,8,5,3,False,False,True,True,1170,0,0,0,47858,2860,26788,0.0088947,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.2,0.5,False,False,False
nemotron_lightning_3_5,west,q20,neutral,3,native,forced_answer,False,9,8,3,5,False,False,True,True,499,0,0,5,50830,3921,27127,0.0033257000000000004,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,4,0.8,True,0.2,0.4,False,False,False
glm_5_3,china,q20,neutral,3,native,forced_answer,False,5,8,6,2,False,False,True,True,614,0,0,15,23091,2213,7199,0.0420646,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,1.0,True,0.4,0.6,False,False,False
glm_5_3,china,q19,neutral,3,native,forced_answer,False,5,8,6,2,False,False,True,True,664,0,0,16,21607,3570,5760,0.0459578,False,0,0.0,0,0.0,0,0.0,8,0.5,2,0.125,0,0.0,0,0.0,6,0.375,True,0.1,0.7,False,False,False
deepseek_v4_pro,china,q01,china,4,native,forced_answer,False,4,9,5,3,False,False,True,True,524,1,0,10,19657,1911,3582,0.0335148,False,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,2,0.2,0,0.0,7,0.7,True,0.2,0.5,False,False,False
nemotron_lightning_3_5,west,q01,china,4,native,answered,False,8,7,2,5,False,False,True,False,635,0,0,0,36272,1839,22648,0.0021814,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.1,0.5,False,False,False
gpt_oss_120b,west,q01,china,4,native,forced_answer,False,9,8,4,4,False,False,True,True,885,0,0,0,41350,2275,26681,0.0075675,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.1,0.5,False,False,False
glm_5_3,china,q01,china,4,native,forced_answer,False,5,8,6,2,False,False,True,True,595,0,0,12,19862,1885,6757,0.0361008,False,0,0.0,0,0.0,1,0.08333333333333333,1,0.08333333333333333,2,0.16666666666666666,1,0.08333333333333333,0,0.0,7,0.5833333333333334,True,0.2,0.5,False,False,False
kimi_k3,china,q20,neutral,3,native,forced_answer,False,3,10,8,0,False,False,True,True,424,0,0,10,14516,4825,0,0.115923,False,0,0.0,0,0.0,1,0.1,0,0.0,1,0.1,3,0.3,0,0.0,5,0.5,True,0.1,0.4,False,False,False
qwen3_8_max,china,q01,china,4,native,forced_answer,False,5,8,6,2,False,False,True,True,527,0,0,10,23736,2411,6593,0.06193800000000001,False,0,0.0,0,0.0,1,0.1,2,0.2,4,0.4,0,0.0,0,0.0,3,0.3,True,0.2,0.4,False,False,False
minimax_m3,china,q01,china,4,native,forced_answer,False,3,8,8,0,False,False,True,True,596,1,0,14,11172,1571,1154,0.0052368,False,0,0.0,0,0.0,0,0.0,2,0.14285714285714285,4,0.2857142857142857,1,0.07142857142857142,1,0.07142857142857142,6,0.42857142857142855,True,0.4,0.6,False,False,False
nemotron_3_ultra,west,q01,china,4,native,forced_answer,False,9,8,5,3,False,False,True,True,630,0,0,0,38971,1980,10240,0.028134600000000003,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.1,0.4,False,False,False
deepseek_v4_pro,china,q02,china,4,native,forced_answer,False,4,8,4,4,False,False,True,True,536,1,7,8,14005,1565,2789,0.024684000000000005,False,2,0.25,0,0.0,1,0.125,2,0.25,1,0.125,1,0.125,0,0.0,1,0.125,True,0.0,0.3,False,False,False
kimi_k3,china,q01,china,4,native,forced_answer,False,3,10,8,0,False,False,True,True,479,0,0,7,13813,2898,322,0.084909,False,0,0.0,0,0.0,1,0.14285714285714285,1,0.14285714285714285,3,0.42857142857142855,2,0.2857142857142857,0,0.0,0,0.0,True,0.1,0.3,False,False,False
nemotron_lightning_3_5,west,q02,china,4,native,answered,False,6,5,2,3,False,False,True,False,572,1,5,0,24550,1709,7921,0.0015693,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.1,0.5,False,False,False
gpt_oss_120b,west,q02,china,4,native,forced_answer,False,9,8,3,5,False,False,True,True,720,1,6,0,43762,1608,23651,0.007529099999999999,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.2,0.7,False,False,False
glm_5_3,china,q02,china,4,native,forced_answer,False,5,8,3,5,False,False,True,True,588,1,5,14,25904,2400,7254,0.046825599999999995,False,0,0.0,0,0.0,6,0.42857142857142855,1,0.07142857142857142,0,0.0,2,0.14285714285714285,5,0.35714285714285715,0,0.0,True,0.1,0.7,False,False,False
deepseek_v4_pro,china,q03,china,4,native,forced_answer,False,4,8,2,6,False,False,True,True,569,0,0,8,12447,1676,2663,0.023067000000000004,False,0,0.0,0,0.0,2,0.25,4,0.5,1,0.125,1,0.125,0,0.0,0,0.0,True,0.1,0.4,False,False,False
qwen3_8_max,china,q02,china,4,native,forced_answer,False,5,8,7,1,False,False,True,True,583,0,8,11,21279,2395,7459,0.056928,False,2,0.18181818181818182,0,0.0,1,0.09090909090909091,3,0.2727272727272727,1,0.09090909090909091,1,0.09090909090909091,0,0.0,3,0.2727272727272727,True,0.4,0.6,False,False,False
nemotron_3_ultra,west,q02,china,4,native,forced_answer,False,9,8,5,3,False,False,True,True,704,1,6,6,38829,1925,6144,0.027917399999999995,False,0,0.0,0,0.0,0,0.0,2,0.3333333333333333,1,0.16666666666666666,2,0.3333333333333333,0,0.0,1,0.16666666666666666,True,0.0,0.4,False,False,False
minimax_m3,china,q02,china,4,native,forced_answer,False,5,8,5,3,False,False,True,True,603,0,3,10,17272,1490,7666,0.006969599999999999,False,1,0.1,0,0.0,3,0.3,2,0.2,0,0.0,2,0.2,0,0.0,2,0.2,True,0.3,0.5,False,False,False
nemotron_lightning_3_5,west,q03,china,4,native,forced_answer,False,9,8,2,6,False,False,True,True,629,0,0,5,28794,3989,12578,0.0022375,False,1,0.2,0,0.0,1,0.2,1,0.2,2,0.4,0,0.0,0,0.0,0,0.0,True,0.1,0.4,False,False,False
nemotron_3_ultra,west,q03,china,4,native,forced_answer,False,9,8,3,5,False,False,True,True,586,0,0,8,25696,1976,3072,0.020159999999999997,False,0,0.0,0,0.0,7,0.875,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,True,0.1,0.5,False,False,False
minimax_m3,china,q03,china,4,native,forced_answer,False,5,8,4,4,False,False,True,True,624,1,0,12,13153,1605,6061,0.0058719,False,3,0.25,0,0.0,3,0.25,1,0.08333333333333333,0,0.0,2,0.16666666666666666,1,0.08333333333333333,2,0.16666666666666666,True,0.1,0.4,False,False,False
gpt_oss_120b,west,q03,china,4,native,forced_answer,False,9,8,2,6,False,False,True,True,933,0,0,6,20374,2278,9538,0.0044229,False,0,0.0,0,0.0,1,0.16666666666666666,0,0.0,1,0.16666666666666666,1,0.16666666666666666,0,0.0,3,0.5,True,0.1,0.4,False,False,False
qwen3_8_max,china,q03,china,4,native,forced_answer,False,5,8,5,3,False,False,True,True,614,0,0,14,18978,2481,6893,0.052842,False,1,0.07142857142857142,0,0.0,7,0.5,0,0.0,0,0.0,2,0.14285714285714285,0,0.0,4,0.2857142857142857,True,0.1,0.5,False,False,False
glm_5_3,china,q03,china,4,native,forced_answer,False,5,8,5,3,False,False,True,True,639,0,0,16,15615,2342,6560,0.0321658,False,3,0.1875,0,0.0,6,0.375,2,0.125,1,0.0625,1,0.0625,0,0.0,3,0.1875,True,0.2,0.7,False,False,False
minimax_m3,china,q04,china,4,native,forced_answer,False,5,8,4,4,False,False,True,True,599,0,1,12,30585,1740,8793,0.0112635,False,0,0.0,0,0.0,2,0.16666666666666666,2,0.16666666666666666,4,0.3333333333333333,0,0.0,0,0.0,4,0.3333333333333333,True,0.3,0.7,False,False,False
kimi_k3,china,q02,china,4,native,forced_answer,False,2,8,8,0,False,False,True,True,533,0,6,12,8531,3581,0,0.079308,False,1,0.08333333333333333,0,0.0,1,0.08333333333333333,6,0.5,1,0.08333333333333333,2,0.16666666666666666,0,0.0,1,0.08333333333333333,True,0.1,0.5,False,False,False
deepseek_v4_pro,china,q04,china,4,native,forced_answer,False,5,8,3,5,False,False,True,True,589,0,0,8,26335,1732,9614,0.041620920000000006,False,0,0.0,0,0.0,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,6,0.75,True,0.4,0.8,False,False,False
qwen3_8_max,china,q04,china,4,native,forced_answer,False,5,8,5,3,False,False,True,True,564,0,0,13,22633,2122,6658,0.057997999999999994,False,0,0.0,0,0.0,3,0.23076923076923078,6,0.46153846153846156,1,0.07692307692307693,0,0.0,0,0.0,3,0.23076923076923078,True,0.3,0.8,False,False,False
gpt_oss_120b,west,q04,china,4,native,forced_answer,False,9,8,3,5,False,False,True,True,1071,0,2,0,70666,2335,35825,0.0120009,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.3,0.8,False,False,False
nemotron_3_ultra,west,q04,china,4,native,forced_answer,False,9,8,4,4,False,False,True,True,579,0,0,10,63051,1819,16384,0.042196199999999996,False,0,0.0,0,0.0,0,0.0,8,0.8,0,0.0,0,0.0,0,0.0,2,0.2,True,0.4,0.9,False,False,False
glm_5_3,china,q04,china,4,native,forced_answer,False,5,8,6,2,False,False,True,True,677,0,0,28,25328,2305,6636,0.045601199999999995,False,0,0.0,0,0.0,6,0.21428571428571427,10,0.35714285714285715,2,0.07142857142857142,0,0.0,0,0.0,10,0.35714285714285715,True,0.3,0.8,False,False,False
nemotron_lightning_3_5,west,q04,china,4,native,answered,False,6,5,2,3,False,False,True,False,608,0,1,0,25257,1533,15936,0.00156945,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.2,0.6,False,False,False
deepseek_v4_pro,china,q05,china,4,native,answered,False,4,7,3,4,False,False,True,False,580,1,0,12,23402,1932,10962,0.03854136,False,0,0.0,0,0.0,0,0.0,10,0.8333333333333334,0,0.0,1,0.08333333333333333,0,0.0,1,0.08333333333333333,True,0.3,0.5,False,False,False
qwen3_8_max,china,q05,china,4,native,forced_answer,False,5,8,4,4,False,False,True,True,560,0,0,11,39241,1734,10926,0.08888599999999999,False,0,0.0,0,0.0,2,0.18181818181818182,9,0.8181818181818182,0,0.0,0,0.0,0,0.0,0,0.0,True,0.3,0.6,False,False,False
nemotron_lightning_3_5,west,q05,china,4,native,answered,False,5,4,1,3,False,False,True,False,706,0,1,4,15996,1646,4520,0.0011290000000000002,False,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25,0,0.0,1,0.25,True,0.1,0.5,False,False,False
kimi_k3,china,q03,china,4,native,forced_answer,False,4,8,6,2,False,False,True,True,582,0,0,11,21028,2149,3485,0.095319,False,1,0.09090909090909091,0,0.0,3,0.2727272727272727,0,0.0,0,0.0,4,0.36363636363636365,0,0.0,3,0.2727272727272727,True,0.2,0.6,False,False,False
gpt_oss_120b,west,q05,china,4,native,answered,False,7,6,3,3,False,False,True,False,1045,0,0,0,31009,2878,22494,0.006378149999999999,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.2,0.6,False,False,False
minimax_m3,china,q05,china,4,native,forced_answer,False,5,8,4,4,False,False,True,True,655,0,1,13,31560,1728,11265,0.011541599999999999,False,0,0.0,0,0.0,1,0.07692307692307693,9,0.6923076923076923,0,0.0,0,0.0,0,0.0,3,0.23076923076923078,True,0.1,0.6,False,False,False
deepseek_v4_pro,china,q06,china,4,native,answered,False,3,5,2,3,False,False,True,False,524,0,0,7,14056,1241,2599,0.02346828,False,2,0.2857142857142857,0,0.0,0,0.0,3,0.42857142857142855,0,0.0,0,0.0,0,0.0,2,0.2857142857142857,True,0.0,0.4,False,False,False
kimi_k3,china,q05,china,4,native,forced_answer,False,4,8,4,4,False,False,True,True,645,0,0,14,28857,2238,2867,0.120141,False,0,0.0,0,0.0,0,0.0,10,0.7142857142857143,1,0.07142857142857142,2,0.14285714285714285,0,0.0,1,0.07142857142857142,True,0.4,0.7,False,False,False
nemotron_3_ultra,west,q05,china,4,native,forced_answer,False,9,8,4,4,False,False,True,True,542,1,0,5,38290,1853,12288,0.0274212,False,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,2,0.4,0,0.0,1,0.2,True,0.1,0.5,False,False,False
glm_5_3,china,q06,china,4,native,forced_answer,False,5,8,4,4,False,False,True,True,594,1,0,11,22869,1759,9015,0.0397562,False,2,0.18181818181818182,0,0.0,0,0.0,8,0.7272727272727273,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,True,0.0,0.7,False,False,False
gpt_oss_120b,west,q06,china,4,native,forced_answer,False,9,8,3,5,False,False,True,True,936,0,0,5,32554,2009,16283,0.0060885,False,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,1,0.2,0,0.0,2,0.4,True,0.3,0.4,False,False,False
nemotron_lightning_3_5,west,q06,china,4,native,answered,False,6,5,1,4,False,False,True,False,813,0,0,4,31401,2091,11178,0.00198825,False,0,0.0,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,0,0.0,3,0.75,True,0.0,0.2,False,False,False
qwen3_8_max,china,q06,china,4,native,forced_answer,False,5,8,5,3,False,False,True,True,564,1,0,13,21512,4030,6189,0.067204,False,3,0.23076923076923078,0,0.0,0,0.0,6,0.46153846153846156,1,0.07692307692307693,2,0.15384615384615385,0,0.0,1,0.07692307692307693,True,0.1,0.3,False,False,False
glm_5_3,china,q05,china,4,native,forced_answer,False,5,8,7,1,False,False,True,True,594,0,0,12,24273,2796,6590,0.046284599999999995,False,0,0.0,0,0.0,2,0.16666666666666666,5,0.4166666666666667,1,0.08333333333333333,1,0.08333333333333333,0,0.0,3,0.25,True,0.2,0.4,False,False,False
nemotron_3_ultra,west,q06,china,4,native,forced_answer,False,9,8,3,5,False,False,True,True,625,0,0,4,47773,1964,14336,0.0333774,False,0,0.0,0,0.0,1,0.25,2,0.5,0,0.0,1,0.25,0,0.0,0,0.0,True,0.3,0.6,False,False,False
minimax_m3,china,q06,china,4,native,forced_answer,False,5,8,4,4,False,False,True,True,520,0,0,7,23919,1382,6539,0.008834100000000001,False,0,0.0,0,0.0,2,0.2857142857142857,2,0.2857142857142857,0,0.0,1,0.14285714285714285,0,0.0,2,0.2857142857142857,True,0.1,0.5,False,False,False
kimi_k3,china,q04,china,4,native,forced_answer,False,3,13,8,0,False,False,True,True,480,0,0,14,16029,3077,324,0.09424199999999999,False,0,0.0,0,0.0,3,0.21428571428571427,5,0.35714285714285715,0,0.0,2,0.14285714285714285,0,0.0,4,0.2857142857142857,True,0.4,0.8,False,False,False
kimi_k3,china,q06,china,4,native,forced_answer,False,5,8,4,4,False,False,True,True,525,1,0,8,28435,1930,7220,0.114255,False,2,0.25,0,0.0,1,0.125,2,0.25,0,0.0,0,0.0,0,0.0,3,0.375,True,0.2,0.5,False,False,False
deepseek_v4_pro,china,q07,control,4,native,forced_answer,False,4,10,6,2,False,False,True,True,532,0,0,11,15543,1697,3555,0.02723688,False,0,0.0,0,0.0,1,0.09090909090909091,1,0.09090909090909091,2,0.18181818181818182,1,0.09090909090909091,0,0.0,6,0.5454545454545454,True,0.0,0.2,False,False,False
gpt_oss_120b,west,q07,control,4,native,answered,False,6,5,4,1,False,False,True,False,1057,0,0,12,12986,3250,9079,0.0038979,False,0,0.0,0,0.0,3,0.25,0,0.0,1,0.08333333333333333,5,0.4166666666666667,0,0.0,3,0.25,True,0.0,0.2,False,False,False
qwen3_8_max,china,q07,control,4,native,forced_answer,False,5,8,6,2,False,False,True,True,630,0,0,13,20771,2437,7347,0.056164000000000006,False,0,0.0,0,0.0,2,0.15384615384615385,1,0.07692307692307693,0,0.0,4,0.3076923076923077,0,0.0,6,0.46153846153846156,True,0.1,0.3,False,False,False
minimax_m3,china,q07,control,4,native,forced_answer,False,5,9,6,2,False,False,True,True,532,0,0,11,23659,1526,8031,0.0089289,False,0,0.0,0,0.0,1,0.09090909090909091,2,0.18181818181818182,1,0.09090909090909091,3,0.2727272727272727,0,0.0,4,0.36363636363636365,True,0.1,0.4,False,False,False
glm_5_3,china,q07,control,4,native,forced_answer,False,5,9,6,2,False,False,True,True,601,0,0,16,24724,2739,6589,0.046665200000000004,False,0,0.0,0,0.0,0,0.0,2,0.125,2,0.125,1,0.0625,0,0.0,11,0.6875,True,0.1,0.3,False,False,False
deepseek_v4_pro,china,q08,control,4,native,answered,False,3,5,2,3,False,False,True,False,584,0,6,12,8830,1581,2597,0.01791636,False,0,0.0,0,0.0,0,0.0,6,0.5,0,0.0,1,0.08333333333333333,0,0.0,5,0.4166666666666667,True,0.1,0.5,False,False,False
nemotron_lightning_3_5,west,q07,control,4,native,forced_answer,False,9,8,4,4,False,False,True,True,534,0,0,2,54650,2882,32447,0.0033089,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,True,0.0,0.1,True,True,False
nemotron_3_ultra,west,q07,control,4,native,forced_answer,False,9,8,5,3,False,False,True,True,422,0,0,0,31288,1613,11264,0.022644,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.0,0.3,False,False,False
nemotron_lightning_3_5,west,q08,control,4,native,answered,False,5,4,1,3,False,False,True,False,674,0,3,10,15496,1736,5221,0.0011220000000000002,False,0,0.0,0,0.0,0,0.0,8,0.8,0,0.0,0,0.0,0,0.0,2,0.2,True,0.1,0.5,False,False,False
kimi_k3,china,q07,control,4,native,forced_answer,False,4,9,6,2,False,False,True,True,560,0,0,16,18033,2088,3422,0.085419,False,0,0.0,0,0.0,3,0.1875,0,0.0,1,0.0625,1,0.0625,0,0.0,11,0.6875,True,0.0,0.3,False,False,False
deepseek_v4_pro,china,q09,control,4,native,answered,False,4,7,2,5,False,False,True,False,605,0,2,11,17714,1835,9739,0.030649080000000002,False,0,0.0,0,0.0,2,0.18181818181818182,2,0.18181818181818182,0,0.0,0,0.0,0,0.0,7,0.6363636363636364,True,0.2,0.7,False,False,False
minimax_m3,china,q08,control,4,native,forced_answer,False,5,8,4,4,False,False,True,True,604,0,1,14,19005,1746,5717,0.007796699999999999,False,0,0.0,0,0.0,0,0.0,5,0.35714285714285715,0,0.0,1,0.07142857142857142,0,0.0,8,0.5714285714285714,True,0.1,0.5,False,False,False
gpt_oss_120b,west,q08,control,4,native,forced_answer,False,9,8,3,5,False,False,True,True,811,0,1,3,26715,1985,14564,0.00519825,False,0,0.0,0,0.0,0,0.0,2,0.6666666666666666,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,True,0.1,0.4,False,False,False
qwen3_8_max,china,q08,control,4,native,forced_answer,False,5,8,6,2,False,False,True,True,511,0,0,8,23106,1991,6063,0.058158,False,0,0.0,0,0.0,1,0.125,3,0.375,0,0.0,2,0.25,0,0.0,2,0.25,True,0.2,0.7,False,False,False
kimi_k3,china,q08,control,4,native,answered,False,4,7,4,3,False,False,True,False,588,0,0,9,29120,1977,15373,0.11701500000000001,False,0,0.0,0,0.0,3,0.3333333333333333,2,0.2222222222222222,0,0.0,1,0.1111111111111111,0,0.0,3,0.3333333333333333,True,0.4,0.8,False,False,False
